Capital of Uganda	7	KAMPALA
Nearly out?	6	SLEEPY
Gullet	3	MAW
Second first lady	7	ABIGAIL
Foolish oldsters	7	DOTARDS
K thru 12	4	ELHI
King who spoke at Kennedy's inaugural ball	4	ALAN
Lugs	7	SCHLEPS
Samuel Adams, e.g.	3	ALE
Rich supply	4	LODE
Natl. Guard counterpart	4	USNR
Small, as Beanie Babies	6	TEENIE
1961 title role for Charlton Heston	5	ELCID
A comic called Wanda	5	SYKES
Burglar frightener	3	ARF
___ Nui (Easter Island)	4	RAPA
Mooers' mouthfuls	4	CUDS
Muse of lyric poetry	5	ERATO
Flight of fancy	6	WHIMSY
Publisher's pile: Abbr.	3	MSS
___ Park, Ill.	3	OAK
Commercial lead-in to Caps	3	SNO
"___ Boom-De-Ay"	6	TARARA
Certain house ... or house dressing	5	RANCH
Land next to Peru: Abbr.	4	ECUA
Obligation	4	DEBT
Drop a line, say	4	EDIT
Raise	4	REAR
Banned insecticide	3	DDT
Desdemona's husband, in opera	6	OTELLO
Candidate's goal	4	SEAT
Bobby of the Black Panthers	5	SEALE
Stephenie who wrote the "Twilight" series	5	MEYER
Periodic table figs.	5	ATNOS
Actor Holm	3	IAN
Where cultures thrive?	3	LAB
Horse bit	3	OAT
Wonder Woman is one	6	AMAZON
City, but not county, leader?	5	SOFTC
Yale of Yale University	5	ELIHU
La ___ (notre planète)	5	TERRE
Neuter	4	GELD
Med. scan	3	MRI
Poetic time	3	EEN
Stop: Abbr.	3	STN
That life evolves, to Darwin	6	THESIS
Pressed	6	IRONED
Apothegm	5	ADAGE
Global sports org.	3	IOC
German for "first"	4	ERST
Cole Porter's "Well, Did You ___?"	4	EVAH
Actress Anderson	4	LONI
They may match presidential administrations	4	ERAS
Train	5	TUTOR
Nonspecific amount	3	ANY
Mild exclamation	3	GEE
Supplemental work for actors	3	ADS
Golden ___ (General Mills cereal)	7	GRAHAMS
Winter Olympics activity	7	SKATING
Willa Cather's "My ___"	7	ANTONIA
Bad-mouths	7	MALIGNS
Writer who coined the term "banana republic" (1904)	6	OHENRY
Drab songbird	4	WREN
Airport amenity	4	WIFI
Realm chronicled by C. S. Lewis	6	NARNIA
___ expected (predictably)	5	ASWAS
1991 Wimbledon champ Michael	5	STICH
Ghostbuster Spengler	4	EGON
___ Préval, two-time president of Haiti	4	RENE
Say further	3	ADD
Brandy grade, briefly	4	VSOP
Volcano at the meeting point of the African and Eurasian plates	4	ETNA
Pet protection agcy.	4	SPCA
White House spokesman Spicer	4	SEAN
Greek peak	4	OSSA
Some degrees	4	NTHS
Bad start?	3	DYS
Col.'s superior	3	GEN
Italian relatives	6	MAMMAS
Part of the earth	5	CRUST
___ Coast, scenic area near Capri	6	AMALFI
Brutish sort	7	GORILLA
"Dallas" actress ___ J. Wilson	6	SHEREE
Mermaids' home in Neverland	6	LAGOON
1938 #1 hit for 68-/70-Across, which was inspired by a nursery rhyme	14	ATISKETATASKET
Listless feelings	6	ENNUIS
Many August births	4	LEOS
Popular pairing with steak au poivre	8	CABERNET
Charm	7	BEGUILE
And the following: Abbr.	5	ETSEQ
Longbow wood	3	YEW
Detached	5	ALOOF
One for the plus column	5	ASSET
Congestion site	5	SINUS
Wyatt of the Old West	4	EARP
Extremely loud, in music	3	FFF
Soft drink brand	4	DADS
Love interest for Anastasia in "Anastasia"	7	DIMITRI
___ Reports	8	CONSUMER
Suffix with sheep or hawk	3	ISH
Vintner's cask	3	TUN
Old car named for an explorer	6	DESOTO
Elder Lannister son on "Game of Thrones"	5	JAIME
Stone Age relics	8	NEOLITHS
Piñata smasher, maybe	4	NINO
"___ parvis magna" ("Greatness from small beginnings": Lat.)	3	SIC
H.S. big shots	3	SRS
Talk endlessly to	5	JAWAT
Act like	3	APE
Illustrator software maker	5	ADOBE
Kama ___	5	SUTRA
For grades 1-12, briefly	4	ELHI
With 70-Across, nickname for a celebrated performer born on April 25, 1917	4	LADY
See 68-Across	4	ELLA
Dreary	4	GRAY
Dog whose tail curls over the back	5	SPITZ
Great Lakes natives	5	ERIES
Sister of Helios and Selene	3	EOS
Polish coin	5	ZLOTY
Promising action on a fishing line	3	TUG
Picks out of a lineup, informally	3	IDS
Letter-shaped fastener	4	TNUT
Button on the bottom of a multipage form	8	CONTINUE
Ring	5	PHONE
Frank	6	HOTDOG
Rapa ___ (locale of many monoliths)	3	NUI
Sports team V.I.P.s	3	GMS
Set piece?	8	TVCAMERA
Natural history museum sights	7	FOSSILS
Turkish title	4	AGHA
Road offense, for short	3	DUI
The hots	4	LUST
Bluish shades	5	TEALS
Green who was a four-time vocal coach on "The Voice"	5	CEELO
Question asked while extending the hand, maybe	5	TRUCE
Reassuring touch	3	PAT
Fixture on a fishing dock	5	SCALE
One state symbol of Massachusetts	7	ELMTREE
Introduces slowly	8	PHASESIN
Record label that looks like the name of a radio station	4	KTEL
Lao-tzu follower	6	TAOIST
Notable quote by 68-/70-Across	14	ISINGLIKEIFEEL
Set oneself right, in a way	6	ATONED
Five Pillars of Islam, e.g.	6	TENETS
"Bonehead" and "numbskull," e.g.	7	INSULTS
Solitudinarians	6	LONERS
State representatives?	5	STARS
Ride and Field	6	SALLYS
Sacred choral works	6	MOTETS
Melodic passages	6	ARIOSI
Accidentally hit "reply all" on, say	7	MISSEND
Jan. inits.	3	MLK
"Smart" one	4	ALEC
Skewered Asian dish	5	SATAY
Arctic food fish	4	CHAR
Close again, as a purse	6	RESNAP
"Family Matters" ubernerd	5	URKEL
Manage	5	SEETO
Winter celebration abroad	3	TET
Sheltered at sea	4	ALEE
Japanese comic style	5	MANGA
Mass recitation	8	AGNUSDEI
Repeated collaborator with 68-/70-Across	14	LOUISARMSTRONG
Thwarted	6	FOILED
Maps of Alaska and Hawaii, often	6	INSETS
Big blow	4	GALE
Flight attendant	7	STEWARD
Red as ___	5	ABEET
Close buds	4	BFFS
"Enough already!"	6	QUITIT
Be ___ use	4	OFNO
Unlikely book club recommendation	4	SMUT
Edith Piaf's "Non, Je Ne Regrette ___"	4	RIEN
Name on a blimp	4	FUJI
Gets some air	7	INHALES
___ Nast (magazine publisher)	5	CONDE
Good name for an Irish carpenter?	6	OTOOLE
Bubs	4	MACS
For laughs	6	INJEST
Arctic young 'un	7	SEALPUP
Signature tune of 68-/70-Across	14	HOWHIGHTHEMOON
One-named singer with the 2016 #1 hit "Cheap Thrills"	3	SIA
Slip in a book	7	ERRATUM
Café additive	4	LAIT
Trade jabs (with)	4	SPAR
Flavors	7	SEASONS
Approve	6	SAYYES
Hollywood job title	6	EDITOR
Freedom Caucus, e.g.	4	BLOC
Wrinkly fruit	4	UGLI
Gossipmonger	5	YENTA
Portion of a penny	4	ZINC
Where Nice is en France	3	SUD
Tough draws in the game Bananagrams	6	ZTILES
No fun, as a party	4	DEAD
Vegan staple	4	TOFU
Van Gogh's "Le Café de ___"	4	NUIT
Beverage sponsor of the old "Little Orphan Annie" radio show	8	OVALTINE
One in line?	4	HEIR
Biblical quartet	7	GOSPELS
Silence	4	MUTE
East German secret police	5	STASI
Quantity of toys on Santa's sleigh	7	SACKFUL
Perfumer's liquid	6	ACETAL
Summer piazza treat	6	GELATO
Near ringer	6	LEANER
Nowadays	6	LATELY
Occurrences in the 30s, say	6	SLEETS
Skating champ Brian	5	ORSER
Sore	5	UPSET
Setting for a fine meal	5	CHINA
Polynesian carvings	5	TIKIS
Bracket shapes	4	ELLS
Takeoff figs.	4	ETDS
Three-stripers: Abbr.	4	SGTS
Singer with the 1984 hit "99 Luftballons"	4	NENA
Part of T.G.I.F.	3	ITS
Cuba or Catalina: Abbr.	3	ISL
Part of a crossword	4	GRID
Child's play	5	ASNAP
Measure, as a runner	5	CLOCK
Attachment letters	3	PDF
Number two	4	AIDE
Star of CBS's "Madam Secretary"	5	LEONI
Eighth of a cup	5	OUNCE
Munich missus	4	FRAU
Commercials for a "Star Trek" movie?	10	SPOCKPLUGS
Yoga teacher's invitation?	10	ACALLTOOMS
Head bands?	6	HALOES
Roster shortener	6	ETALII
Can't stand	5	HATES
Naval agreement	3	AYE
Inclined	6	ASLOPE
Flower arrangement	6	RACEME
Weather forecaster in Phoenix?	13	HOTSPECIALIST
Auto frame	7	CHASSIS
Serpent's tail?	3	INE
Where Einstein was born	3	ULM
Gorsuch replaced him	6	SCALIA
Prefix with -partite	3	TRI
"Louder!"	8	TURNITUP
Most in-shape person at a cosmetics company?	12	THEBODOFAVON
Strict Sabbath observer of old	6	ESSENE
Word before green or after deep blue	3	SEA
Narrow passage: Abbr.	3	STR
___ friends	5	AMONG
Worn things	4	GARB
Back biter, maybe	4	FLEA
Standing directly in front of one another	8	TOETOTOE
Big game	4	BOWL
Ridicule shouted out of a moving car?	11	PASSINGMOCK
Tear apart	4	REND
Short-lived things	8	EPHEMERA
1998 Sarah McLachlan hit	4	ADIA
Casino draw	4	KENO
Progressive alternative	5	GEICO
"Eww!"	3	ICK
Pan Am rival	3	TWA
Gulf War allies	6	SAUDIS
Quickly added bit of punctuation?	12	INSTANTCOMMA
Space saver in a taxi or bus	8	DROPSEAT
Suffix with beat	3	NIK
"Gangsta's Paradise" rapper	6	COOLIO
Egyptian ___ (spotted cat breed)	3	MAU
Turkish honorific	3	AGA
Tries to mediate	7	STEPSIN
What allowed one physician to get through flu season?	13	ASHOTINTHEDOC
Puts out	6	DOUSES
Articles of faith	6	TENETS
Two-time U.S. Open champ	3	ELS
Unctuous flattery	5	SMARM
Hangs loose	6	CHILLS
J.Crew competitor	6	LLBEAN
Regimen with limited intake of corn?	10	LOWCOBDIET
Toddler's cry upon entering the bathroom?	10	ITSMYPOTTY
Where I-15 meets I-70	4	UTAH
Cookin', after "on"	5	AROLL
Where "ho" and "hoina" mean "yes" and "no"	5	NEPAL
Tired (out)	4	WORE
Spanish chess piece	3	REY
Chrissie in the Rock and Roll Hall of Fame	5	HYNDE
Backspace over	5	ERASE
Cross condition	4	SNIT
Nasty cut	4	GASH
Gifford's successor on TV	4	RIPA
Violators of the Second Commandment	9	IDOLATERS
They can throw you off	6	DECOYS
High points of a European vacation?	4	ALPS
Condiment for pommes frites	3	SEL
___-turn	3	NOU
Cartwright who played one of the von Trapp children in "The Sound of Music"	6	ANGELA
Energetic one	6	PISTOL
Come together	8	COALESCE
First daughter of the 1960s	4	LUCI
Studio warning	5	ONAIR
A quarter of M	3	CCL
Kenan's former Nickelodeon pal	3	KEL
Support for a fringe candidate, maybe	11	PROTESTVOTE
Title for Helen Mirren	4	DAME
Something "kicked up"	4	FUSS
Heads for a bar?	5	FOAMS
Remain fresh	4	KEEP
Mother of Helios	4	THEA
Imitative	5	APISH
Scopes Trial org.	4	ACLU
Nitwits	5	SIMPS
Music genre for Steppenwolf and Iron Butterfly	8	ACIDROCK
Elaine ___, cabinet member for both Bush and Trump	4	CHAO
Shere who wrote "Women and Love"	4	HITE
Cross to bear	4	ONUS
Sister of Erato	7	EUTERPE
Things that allow for jumping ahead in line?	4	TABS
Like some transfers	6	IRONON
Burned a bit	6	SINGED
Game with drawings	5	LOTTO
Slight	7	NEGLECT
___ moment	3	INA
Shire of "Rocky"	5	TALIA
Kind of chance	3	FAT
In the mood	7	AMOROUS
Buffet centerpiece?	3	EFS
Sinatra, for one	8	BARITONE
Squash	3	END
Aggravation	5	AGITA
Just manages	7	EKESOUT
Takes the first step	6	BEGINS
Christmas Day exhortation	6	OPENIT
Removed expeditiously	11	WHISKEDAWAY
1920s anarchist in a prominent trial	5	SACCO
Big mouth	3	MAW
Extinct cousin of the kiwi	3	MOA
Go out for a while?	3	NAP
Caffeine source	4	KOLA
Make no bones about	5	ADMIT
Completely convinced about	9	DEADSETON
"I hate the Moor" speaker	4	IAGO
Quick and detached, musically: Abbr.	4	STAC
Special Agent Gibbs's beat	4	NCIS
Call wrongly	8	MISTITLE
Bris official	5	MOHEL
Also-___	4	RANS
Swing site	5	PORCH
Activity in a dohyo	4	SUMO
Site-seeing?	6	ONLINE
Certain Consumer Reports employee	6	TESTER
Beatles song, album or movie	4	HELP
Pasta picks	6	ELBOWS
Discontinued Toyota line	5	SCION
Put-down	4	SLUR
Speck of dust	4	MOTE
Didn't give way	4	HELD
Yankee Sparky who wrote "The Bronx Zoo"	4	LYLE
Abruzzi bell town	4	ATRI
Da's opposite	4	NYET
"Phooey!"	3	BAH
Assist with the dishes	3	DRY
Spring for a vacation?	3	SPA
"No ___!"	3	MAS
Ecclesiastical leader	5	ABBOT
"Get out!"	4	SCAT
Blood enemy	4	CRIP
Aussie critters	4	ROOS
Diaper option	5	CLOTH
Bridge shape	4	ARCH
French director Clément	4	RENE
Martial art whose name means "sword way"	5	KENDO
Home for Bilbo Baggins	10	HOBBITHOLE
West Wing worker	4	AIDE
A lot	5	OFTEN
A.L. East team: Abbr.	3	TOR
Contemptible sorts	5	SWINE
The ladies-only Western-themed bar I own?	11	MYGALSALOON
Inspector Clouseau or Borat?	12	MOVIEBUFFOON
Peevish	7	SPLEENY
Most contemptible	6	BASEST
Blowup: Abbr.	3	ENL
See 9-Down	5	LORAX
Like some quilt blocks	6	PRECUT
Decoration in a deli case?	14	SAUSAGEFESTOON
Tony who managed two World Series championships for the Cardinals	7	LARUSSA
Setting for Cardinals home games, briefly	3	CDT
Vivacity	4	LIFE
Neutral tone	4	ECRU
Parliamentary proceedings, e.g.	4	ACTA
Romeo or Juliet	4	TEEN
___ booster	3	EGO
Drained of color	5	ASHEN
"Indubitably"	3	YES
Product of a stable of comic strip artists?	17	HORSEDRAWNCARTOON
Kentucky college	5	BEREA
Communication system pioneered by Thomas Gallaudet, for short	3	ASL
Greek city where Perseus was born	5	ARGOS
Scaled-down woodwind?	17	SMALLMOUTHBASSOON
Ice cream container	3	TUB
Calendar model	5	PINUP
Suffix with blast-	3	ULA
Eight-time Olympic medalist Apolo Anton ___	4	OHNO
Condo V.I.P.	4	SUPE
Art Deco artist	4	ERTE
Belgradian, e.g.	4	SERB
Audiophile's collection	3	LPS
Elizabeth with the memoir "Saving Graces"	7	EDWARDS
Audibly upset Belgian francophone?	14	WAILINGWALLOON
Words after "Sure!"	6	WHYNOT
Mournful work	5	ELEGY
MSN alternative	3	AOL
Musician in the woodwind section	6	OBOIST
Runs through	7	IMPALES
Satirical depiction of the story of Noah?	12	FLOODLAMPOON
Most important mounted cavalryman?	11	MAINDRAGOON
Opposite corner in a romantic triangle	5	RIVAL
Bush league, for short?	3	GOP
Jean who played Aunt Martha in "Arsenic and Old Lace"	5	ADAIR
Important positions	4	LOCI
Alphas	10	DOMINATORS
Son of Gloria on "Modern Family"	5	MANNY
Food thickener	4	AGAR
Big name among radio shock jocks	4	OPIE
So-called "Butterfly Capital of Alabama"	5	SELMA
Environmental bane	4	SMOG
Hand (out)	4	DOLE
Study of the heavens: Abbr.	4	ASTR
Attacked	5	HADAT
Drei + fünf	4	ACHT
Sign of spring	5	BLOOM
1992 Tim Robbins mockumentary	10	BOBROBERTS
Horse picker's hangout, for short	3	OTB
Melodramatic NBC hit starting in 2016	8	THISISUS
Indian "masters"	6	SAHIBS
Hybrid bakery treats	7	CRONUTS
Roman ___	5	ACLEF
With 36-Across, a Dr. Seuss book	3	THE
Marker maker	7	CRAYOLA
Time on the throne	5	REIGN
"___ Club" (#1 hit for 50 Cent)	4	INDA
Removes, as a sticker	8	PEELSOFF
They can provoke knee-jerk reactions	11	REFLEXTESTS
Reaching new heights in ballet?	5	ONTOE
Ancient theater	5	ODEON
Little lad	5	SONNY
Aussie critters	6	KOALAS
Quick series of social media posts	10	TWEETSTORM
Something seen at Frankenstein's birthday party?	15	MONSTERSBALLOON
Shopping ___	5	SPREE
Empty spaces	5	VACUA
Rhubarb with deep roots?	4	FEUD
Welcoming necklace	3	LEI
DVD remote button	4	PLAY
Go a mile a minute	4	RACE
Woe for some 51-Acrosses	4	ACNE
Shine	4	GLOW
Tres + cinco	4	OCHO
Two-tone treat	4	OREO
Georgia senator who helped establish "don't ask, don't tell"	4	NUNN
Correo ___ (words on foreign correspondence)	5	AEREO
Hairy hunter of Genesis	4	ESAU
Big do	4	GALA
Elvis ___ Presley	4	ARON
Pitch in	4	HELP
"The BFG" author	4	DAHL
Automaker that introduced the Rambler	4	NASH
Witch	5	CRONE
2004 Scarlett Johansson film adapted from "Lady Windermere's Fan"	10	AGOODWOMAN
Apt to go Democratic	11	BLUELEANING
Spit out	4	SPEW
Actress Sorvino	4	MIRA
One opposed	4	ANTI
Big brass	4	TUBA
Middling	4	SOSO
Work out spectacularly	10	TURNTOGOLD
Beehive, for one	4	UPDO
Overcome	4	BEST
Authority	5	SAYSO
Villainous visage	5	SNEER
Vegetarian sandwich filling	8	EGGSALAD
Train syst.	3	RWY
Abrupt, disconcerting reaction	8	WHIPLASH
After-dinner volunteer's words	6	ILLDRY
Pays de ___ (Nantes's region)	7	LALOIRE
Variety of hold 'em	7	NOLIMIT
Frances who played TV's Aunt Bee	6	BAVIER
Religious leaders	5	IMAMS
___ President	5	MADAM
Baldwin offering	5	PIANO
Central	5	FOCAL
Gets ready to do push-ups, say	5	DROPS
Title opera heroine who is a Druidic high priestess	5	NORMA
Kind of boots	4	GOGO
ETS offering	4	PSAT
Going nowhere, metaphorically	3	DOA
Women's club event	3	TEA
Polite, old-fashioned assent	4	YESM
Court action	4	PLEA
Baby bird?	5	STORK
Inventory	5	STOCK
It's high in Peru	4	ALTO
Rear	4	HIND
Where Gerald Ford went to law sch.	5	YALEU
E-mail button	5	REPLY
Like some points	4	MOOT
Royal Norwegian Order of St. ___	4	OLAV
Slur	5	SMEAR
Like boxers' hands	5	TAPED
1934 novel "Maw'id"	20	APPOINTMENTINSAMARRA
Harold's car in "Harold and Maude"	6	HEARSE
Subj. of the 2005 book "Many Unhappy Returns"	3	IRS
Greeting in Lisbon	3	OLA
___ shui	4	FENG
Creative sort	7	ARTISTE
1968 hit song "Nazad"	13	BACKINTHEUSSR
NPR host Conan and others	5	NEALS
___ for owl	3	OIS
Pitcher of milk?	5	ELSIE
1985 hit song "Neung Keun"	17	ONENIGHTINBANGKOK
Portland-to-Spokane dir.	3	ENE
"Ben-___"	3	HUR
One of the Pac-Man ghosts	4	INKY
Impassive	5	STOIC
Cath. title	4	MSGR
Reactions from the hoity-toity	6	SNIFFS
Electrophorus electricus, for one	3	EEL
Light on the top?	5	BLOND
2003 film "Érase una Vez"	21	ONCEUPONATIMEINMEXICO
Constellation next to Ursa Major and Ursa Minor	5	DRACO
Paisano	3	PAL
Film worker	6	EDITOR
Spanish liqueur	4	ANIS
___-Turkish War, 1911-12	5	ITALO
Brilliant display	4	RIOT
Sweet suffix?	3	OSE
Pep	3	VIM
1951 film "Une Personne des États-Unis"	17	ANAMERICANINPARIS
Robin Hood portrayer in "Robin Hood: Men in Tights"	5	ELWES
Little pocket	3	SAC
Reveler's cry	5	SKOAL
1912 novella "Morte"	13	DEATHINVENICE
"You're on!"	7	ITSABET
Irish Rose's guy	4	ABIE
___ pond	3	KOI
It contains uracil	3	RNA
90% off?	6	SENILE
1943 novel "Whaddya Tink? A Sapling Stays a Sapling Fuhevah?"	20	ATREEGROWSINBROOKLYN
Hit CBS series beginning in 2004	5	CSINY
"The Story of ___" (1945 war film)	5	GIJOE
All's partner	4	EACH
German photographer ___ Bing	4	ILSE
Bahraini buck	5	DINAR
Actress Massey	5	ILONA
Prefix with sphere	4	ATMO
Classic brand of hair remover	4	NEET
2003 Economics Nobelist Robert	5	ENGLE
Forest homes	5	NESTS
Abbr. in many a mail-order address	4	DEPT
Tests for coll. seniors	4	GRES
Bike brand	6	YAMAHA
One forming a secret union?	6	ELOPER
Visit during a trip	6	STOPAT
It's often visited during a trip	8	MOTORINN
Failure to communicate?	8	PHONETAG
Music on a carnival ride	4	LILT
As a friend: Fr.	5	ENAMI
Daily or weekly	6	ADVERB
Part of GPS: Abbr.	4	SYST
Novelist Hoag	4	TAMI
Author Steinhauer with the 2009 best seller "The Tourist"	4	OLEN
Use logic	6	REASON
"On the Road" journalist	6	KURALT
Muchacha: Abbr.	4	SRTA
Like some goodbyes	7	TEARFUL
Puts under the yoke	9	OPPRESSES
Purifying	9	CLEANSING
English dramatist Thomas	3	KYD
Immigrant from Japan	5	ISSEI
Ultrasecret org.	3	NSA
___-jongg	3	MAH
Feminist Germaine	5	GREER
Pre-college yrs.	4	ELHI
Cookout discard	3	COB
Some Korean exports	4	KIAS
"And who ___?"	4	ISNT
"Yikes!"	3	EEK
D.C.'s Union ___	3	STN
Très	4	OHSO
Senate Armed Services Committee chairman after Goldwater	4	NUNN
Hockey's Lindros	4	ERIC
Retail giant whose logo has blue letters in a yellow oval	4	IKEA
Dostoyevsky's denial	4	NYET
Area crossed by Marco Polo	4	GOBI
Pottery need	4	KILN
Carol start	5	OCOME
Year of the first Spanish settlement in Cuba	4	MDXI
A.T.F. agents, e.g.	4	FEDS
Some trim	3	FUR
Home of Galicia	5	SPAIN
Something that may be glossed over	3	LIP
"Waking ___ Devine" (1998 comedy)	3	NED
Numerical prefix	4	OCTA
Linguist Chomsky	4	NOAM
Jacobs of fashion	4	MARC
"The Praise of Chimney-Sweepers" essayist	4	ELIA
"Like ___ not ..."	4	ITOR
Mozart opera title opening	4	COSI
Rich rocks	4	ORES
Skin care brand	5	AVEDA
About 10% of Africa	9	NILEBASIN
"Any day now"	9	IMWAITING
___-majesté	4	LESE
Setting for Cervantes's "El Gallardo Español"	4	ORAN
Turn-___	3	ONS
Kind of torch	4	TIKI
Bat wood	3	ASH
Starting point on a French map	3	ICI
Eh	8	NOTSOHOT
1990s Toyota coupe	5	PASEO
Comic who said "A short summary of every Jewish holiday: They tried to kill us. We won. Let's eat"	8	ALANKING
Everlasting	7	ETERNAL
"South Park" sibling	3	IKE
Gourd	6	NOGGIN
Manly	6	VIRILE
___ de coeur	3	CRI
The Supreme Court, e.g.	6	ENNEAD
Invoice issuer	6	BILLER
Parisian palace	6	ELYSEE
Dogmata	6	TENETS
Drop off	5	ABATE
"Reader, I married him" heroine	4	EYRE
Iberian eyes	4	OJOS
Custom	4	WONT
They may be high or heavy	4	SEAS
Forces on horses: Abbr.	4	RCMP
Alphabet trio	3	CDE
Thanksgiving staple	3	PIE
"Big ___," 1995 Notorious B.I.G. hit	5	POPPA
Some special deals	7	TWOFERS
Entanglement	3	WEB
Beer buyers' needs	3	IDS
Low profile maintainer	5	ALIAS
Purifies	7	REFINES
Exclusively	3	ALL
Manic desire to make sweaters when the weekend starts?	17	SATURDAYKNITFEVER
Certain corp. takeover	3	LBO
Musical virtuosity	5	CHOPS
Uncharitable	4	MEAN
One side of a shutout	3	NIL
Put away	4	STOW
"I shouldn't have done that"	4	OOPS
Contents of the Visine Gazette?	16	EYEWHITENESSNEWS
Empty words	3	PAP
Spot for a stream	4	GLEN
Half brother of Athena	4	ARES
Naval need of old	3	TAR
Like the narrowest of wins	8	ONEPOINT
Mends	5	DARNS
Hardly surprising	6	NORMAL
Parts of many cheerleading uniforms?	12	SLIGHTSKIRTS
Where brown and white meet	7	TANLINE
Music category	4	SOUL
Bit of chicken feed	3	OAT
Plumbing, e.g.	5	TRADE
Sticky sticks	3	GUM
Disastrous	5	FATAL
Chock-a-block	5	SOLID
Author in the 1950s "angry young men" movement	4	AMIS
"True Blood" network	3	HBO
Addison's "___ to Creation"	3	ODE
Cleanup crew's goal?	11	ZIPPOLITTER
Badge material	3	TIN
Caterer's vessel	3	URN
Part of a code	4	GENE
Photography problem	5	GLARE
"Ghosts of the ___" (James Cameron documentary about the Titanic)	5	ABYSS
Whither Cain fled	3	NOD
Furnishes	5	LENDS
Musician Brian	3	ENO
___ Rosada (Argentine presidential manor)	4	CASA
Dandy things?	7	TIEPINS
Punchophobic?	12	AFRAIDOFHITS
Layers	6	STRATA
Asks for help, in a way	5	PRAYS
Getting help, in a way	8	ONRELIEF
London's Old ___	3	VIC
Unwelcome stocking stuffer	4	COAL
Like some highlighter colors	4	NEON
2006 Verizon acquisition	3	MCI
Company whose motto is "Our pilots are moderately intelligent"?	16	BRIGHTISHAIRWAYS
Black	4	EBON
Repetition	4	ROTE
"Giant" in "Honey, I Shrunk the Kids"	3	ANT
Layer	4	COAT
All-too-public tiff	5	SCENE
Org. that supports water fluoridation	3	ADA
"That thar was an appropriate thing to say!"?	17	THEMSFITTINGWORDS
Many a hand sanitizer	3	GEL
Undeniable success	7	HOMERUN
Major-league manager Joe	5	TORRE
Urban rollers	3	ELS
Message in a bottle	3	SOS
Bringing forth young, as sheep	7	YEANING
Springe	5	SNARE
Batiking need	3	DYE
Sinatra portrayer on "S.N.L."	7	PISCOPO
Residents of Canyon County	8	IDAHOANS
Legal impediment	8	ESTOPPEL
Three, four and five, usually	4	PARS
Outdated	3	OLD
___ mater (cranial membrane)	3	PIA
Checks, e.g.	8	PAYMENTS
Not straight	5	ASKEW
Singer Lopez	5	TRINI
Like some snow	3	WET
Vacationing	3	OFF
Voldemort's portrayer in the Harry Potter films	7	FIENNES
Begrudges	6	ENVIES
Reacts to a shock	5	REELS
Div. of a former union	3	SSR
Cronkite when at the top of the ratings?	12	WALTERMIGHTY
The radius extends from it	5	ELBOW
Explodes	5	BLOWS
Boom markets	3	UPS
"On second thought, forget it"	3	NAH
Tie-up	5	SNARL
Root of diplomacy	5	ELIHU
Musical featuring "The Way He Makes Me Feel"	5	YENTL
Like crab apples	4	TART
John Steinbeck's middle name	5	ERNST
Top-grossing concert act of 1989, '94 and '05, with "the"	6	STONES
"The Government Inspector" playwright	5	GOGOL
Home of Galileo Galilei Airport	4	PISA
___ box (computer screen pop-up)	6	DIALOG
Big guns	9	ARTILLERY
Most hopeless moment	5	NADIR
Jackal-headed god	6	ANUBIS
Nonstarters?	6	LEMONS
Reagan-era surgeon general	4	KOOP
Unexciting	4	TAME
Insurance quote	4	RATE
Water sources	6	FOUNTS
Dexterous	6	ADROIT
Easily damaged major organs?	12	TENDERVITALS
Tore	4	SPED
"___ Story," 1989 best seller	6	DIANAS
Ethan Frome's sickly wife	5	ZEENA
Wayhouses	4	INNS
Half-human counselor on "Star Trek: T.N.G."	4	TROI
Program problem	6	GLITCH
Drained of blood	5	ASHEN
Help (out)	4	BAIL
___ Hughes, 2002 Olympic skating gold medalist	5	SARAH
Brooklyn's ___ Island	5	CONEY
"Hair" hairstyles	5	AFROS
Baseball Hall-of-Famer with the autobiography "Maybe I'll Pitch Forever"	5	PAIGE
1940s White House dog	4	FALA
Political caller's request	8	DONATION
Covered with trees	8	TIMBERED
"For another thing ..."	8	SECONDLY
They deliver	7	POSTMEN
Savoir-faire	7	FINESSE
Industry built around shooting stars?	6	CINEMA
Talks big	5	BRAGS
Barrel racing venue	5	RODEO
Chevy S.U.V.	5	TAHOE
Winter windshield problem	5	ICING
Cheap booze	3	ROT
Light figures?	5	WATTS
Sphere or system starter	3	ECO
"Little ___' Pea" (1936 cartoon)	4	SWEE
Your alternative	3	THY
Mumbai Mr.	3	SRI
Beer and skittles	3	FUN
Big D.C. lobby	3	NRA
Dog's sound	3	GRR
Most debonair	7	SUAVEST
Cookie with a geographical name	6	MILANO
Chocolate substitute	5	CAROB
More than just leaning toward	8	INTENTON
The Ducks of the N.C.A.A.	6	OREGON
Basketmaking material	5	OSIER
With 24-Across, why a Midwest river has so many tributaries?	8	MISSOURI
See 23-Across	12	LOVESCOMPANY
Big name in bubbly	4	MOET
Attacks dinner	6	DIGSIN
Popular Ford	8	HARRISON
Devour, with "up" or "down"	5	SNARF
She's prone to brooding	3	HEN
Exemplary	7	STELLAR
Fop who makes idle sketches of a Chinese river?	18	YANGTZEDOODLEDANDY
They're checked at check-in	3	IDS
Move, in Realtor-ese	4	RELO
Literary title character from the planet Antiterra	3	ADA
See 69-Down	5	ENLAI
"If you don't meet my demands within 24 hours, I'll blow up a Russian river"?	16	TOMORROWNEVADIES
Corner	4	TRAP
